bx,by,rx,ry,T
8,22,23,9,28.172320679036876
8,22,23,11,28.933969274954734
8,22,23,13,28.774205438257777
8,22,23,15,28.073772131817805
8,22,23,19,23.522923035043643
8,22,23,23,19.720694897586004
8,22,23,27,47.018159846178975
8,22,24,2,34.72653262008728
8,22,24,4,34.71484956311704
8,22,24,6,33.49471078637613
8,22,24,8,33.127273561656246
8,22,24,14,29.015776987127154
8,22,24,22,37.89023048023107
8,22,24,24,19.720694897586004
8,22,24,26,46.68033387761584
8,22,24,28,47.022942643464106
8,22,25,1,35.061462562382516
8,22,25,5,34.99677328836341
8,22,25,9,33.90897795550717
8,22,25,11,30.745641009221174
8,22,25,15,30.107223883036895
8,22,25,17,31.380508116771434
8,22,25,21,37.373839188925565
8,22,25,23,37.89023048023107
8,22,25,25,46.37395902346326
8,22,26,10,34.53957882821253
8,22,26,12,32.33227931811396
8,22,26,14,31.26879905632801
8,22,26,20,36.321254146999294
8,22,26,22,38.31285442286379
8,22,26,26,46.118708002522986
8,22,26,28,46.6931223616979
8,22,27,3,36.90158399306942
8,22,27,5,36.49353377585829
8,22,27,7,36.688108198928944
8,22,27,11,34.14664450917887
8,22,27,17,33.31725197779071
8,22,27,19,35.266713649321616
8,22,27,21,37.93333204172815
8,22,27,23,39.898979818880655
8,22,28,4,36.80156554785247
8,22,28,8,36.48445763034023
8,22,28,10,35.43320066842388
8,22,28,12,33.658611012150985
8,22,28,16,33.124660374304426
8,22,28,18,35.007540275793154
8,22,28,20,36.323480350764065
8,22,28,24,42.170280608206454
8,22,28,26,44.31890443796792
8,22,28,28,44.44505628636489
8,22,29,13,33.825812734335194
8,24,1,1,35.66757816931967
8,24,1,7,29.114025893715745
8,24,1,9,28.452787182005526
8,24,1,11,27.386786686068803
8,24,1,13,26.752534995249345
8,24,1,15,20.367215733160855
8,24,1,17,20.08597080906097
8,24,1,19,19.469468361810115
8,24,1,21,19.064398159596163
8,24,1,25,11.479430661421052
8,24,1,27,9.40913859962981
8,24,2,2,35.45320177694293
8,24,2,4,34.832726854156256
8,24,2,10,28.021038376888256
8,24,2,12,26.055879812304376
8,24,2,14,24.641972336012223
8,24,2,20,18.565598169411164
8,24,2,22,16.386408152915944
8,24,2,24,12.848750622281841
8,24,2,26,10.444066957630678
8,24,2,28,9.132516239090826
8,24,3,1,35.888375907387854
8,24,3,3,35.170616422642084
8,24,3,5,33.78973534286718
8,24,3,9,27.010180241348912
8,24,3,11,25.359224629359403
8,24,3,13,24.73050113099929
8,24,3,17,19.7165221194343
8,24,3,19,18.657200750057914
8,24,3,21,17.226603166071055
8,24,3,23,15.302239368029287
8,24,3,27,8.517652220081654
8,24,4,6,33.16892977064252
8,24,4,20,17.274382157972084
8,24,4,22,16.49142341599191
8,24,4,24,14.813745377434273
8,24,5,1,35.67693333387893
8,24,5,3,34.8609337565648
8,24,5,9,27.166425723868795
8,24,5,11,25.338620752365983
8,24,5,13,23.712085033743804
8,24,5,17,19.684281687969218
8,24,5,21,15.889392334917842
8,24,5,23,16.050652180075563
8,24,5,27,6.142944278829891
8,24,6,4,34.16051360101185
8,24,6,6,31.721346606742838
8,24,6,8,29.345315666699815
8,24,6,10,26.188284744906657
8,24,6,14,21.399934884292897
8,24,6,16,19.299830611204552
8,24,6,28,5.041314030436
8,24,7,3,33.976270817728135
8,24,7,5,32.813095080192674
8,24,7,9,29.211978426246137
8,24,7,11,22.661440574823068
8,24,7,13,22.24063446922894
8,24,7,17,16.81786473299082
8,24,7,19,14.47406848285084
8,24,7,21,13.512925630264546
8,24,7,23,12.022633754413553
8,24,7,25,1.5
8,24,7,27,4.276163815526591
8,24,8,4,32.90715778742728
8,24,8,6,31.782090865374244
8,24,8,8,29.017465570610625
8,24,8,10,22.793308547168504
8,24,8,20,13.892456390470173
8,24,8,22,10.919179137238697
8,24,8,24,0.0
8,24,8,26,2.25550680030859
8,24,9,1,33.70944102220603
8,24,9,5,31.75004045638771
8,24,9,9,28.822952714975116
8,24,9,11,22.594776946550304
8,24,9,13,21.182502869803535
8,24,9,15,19.286846832240126
8,24,9,19,13.264675755539487
8,24,9,21,9.69239334367125
8,24,9,25,2.2643914677765484
8,24,9,27,4.71140910709107
8,24,10,2,33.54678428645356
8,24,10,6,30.90021943398196
8,24,10,8,28.77871976090175
8,24,10,10,22.3962453459321
8,24,10,12,22.039249742331425
8,24,10,18,13.319162823965545
8,24,10,20,11.11993592241486
8,24,10,22,9.175652773003948
8,24,10,24,4.704558358058561
8,24,10,26,4.62301091301134
8,24,10,28,5.311606860328014
8,24,11,1,33.5584031740579
8,24,11,3,32.95693722239143
8,24,11,5,31.97860226836435
8,24,11,15,17.65650392940363
8,24,11,17,14.847703350216682
8,24,11,19,13.365102904826145
8,24,11,21,8.693514068376576
8,24,11,23,7.011252706116686
8,24,11,27,6.626652118121327
8,24,12,2,33.25852344405263
8,24,12,8,26.96867272166985
8,24,12,10,24.33170561246405
8,24,12,12,22.300837879708553
8,24,12,14,19.54269261820087
8,24,12,18,14.250063912558304
8,24,12,22,8.255740018925536
8,24,12,24,6.92317632154062
8,24,13,3,33.08800318892496
8,24,13,5,31.704464365860154
8,24,13,7,28.648192932105488
8,24,13,19,14.89068763880216
8,24,13,23,11.42902255744814
8,24,13,25,9.295702638179646
8,24,13,27,8.54488717579287
8,24,14,6,30.429546129839068
8,24,14,10,25.60044189682267
8,24,14,12,24.236088992099084
8,24,14,16,26.78077030827194
8,24,14,20,16.75214977932243
8,24,14,24,10.930546247511638
8,24,14,26,10.407440493186906
8,24,15,3,34.143667446786694
8,24,15,5,31.11904187635963
8,24,15,7,30.13330123162764
8,24,15,13,25.52307706949273
8,24,15,23,12.130801604227415
8,24,15,25,11.096976357037056
8,24,15,27,12.239208705269185
8,24,16,2,35.064024450327956
8,24,16,4,31.700633739032416
8,24,16,6,31.167544851408486
8,24,16,8,27.805468852729884
8,24,16,10,27.603005669157795
8,24,16,12,27.307278457641278
8,24,16,16,26.68178660902363
8,24,16,18,20.538768112652708
8,24,16,20,19.13139659021396
8,24,16,24,12.205865755747915
8,24,16,26,11.429429566768018
8,24,16,28,14.138367944886049
8,24,17,3,35.71406263399102
8,24,17,5,33.01613219068816
8,24,17,7,34.06820088503287
8,24,17,9,28.1453228328293
8,24,17,11,28.589473816055545
8,24,17,15,26.99481147512071
8,24,17,21,19.431203256126025
8,24,17,23,14.239972176056643
8,24,17,27,15.099550906772727
8,24,18,4,35.57394362667714
8,24,18,6,34.38245226823295
8,24,18,8,33.755525615792834
8,24,18,10,29.667046088572533
8,24,18,12,28.761057794049297
8,24,18,14,28.250697922661008
8,24,18,16,25.677294817156096
8,24,18,18,22.170221611647708
8,24,18,20,20.454606008914617
8,24,18,22,15.625839546614491
8,24,18,28,16.064501477475446
8,24,19,3,36.55079031042109
8,24,19,9,32.46152374842522
8,24,19,15,27.576095784769656
8,24,19,21,20.124090872464198
8,24,19,23,17.079078988119665
8,24,19,25,18.841063875695955
8,24,19,27,17.878845133975382
8,24,20,2,37.543751149243114
8,24,20,4,36.93261474451628
8,24,20,6,35.103779233748895
8,24,20,8,34.17008829605515
8,24,20,10,32.38120090667888
8,24,20,12,29.32579660460286
8,24,20,14,29.13858708214242
8,24,20,18,22.432671397101476
8,24,20,20,20.848794267650856
8,24,20,22,19.666162797100768
8,24,20,24,18.961428649176057
8,24,20,26,19.125846317660326
8,24,20,28,17.029452048178165
8,24,21,1,37.951237441973106
8,24,21,3,37.800498712556234
8,24,21,5,36.53736743956099
8,24,21,9,33.86178460738029
8,24,21,11,33.28220466306012
8,24,21,17,24.21929330289329
8,24,21,25,19.45699664213766
8,24,21,27,19.523454415548052
8,24,22,0,38.07714327903574
8,24,22,6,36.13918649736187
8,24,22,8,35.390987556205886
8,24,22,10,33.804524883401285
8,24,22,12,34.88919579635394
8,24,22,14,29.1447636538004
8,24,22,16,26.991934167168772
8,24,22,18,24.1712068848186
8,24,22,20,22.905868758688452
8,24,22,22,21.166994988930732
8,24,22,24,19.555616883156638
8,24,22,28,49.05471085027532
8,24,23,3,40.0239465143655
8,24,23,5,40.371911146723626
8,24,23,7,37.51527973020995
8,24,23,9,34.32684510374246
8,24,23,11,34.8672929469328
8,24,23,13,34.88919579635394
8,24,23,15,29.937895905421556
8,24,23,19,23.522923035043643
8,24,23,23,19.720694897586004
8,24,23,27,48.95197886853947
8,24,24,2,40.49285036656884
8,24,24,4,40.50782895876727
8,24,24,6,39.43422465938936
8,24,24,8,39.03284627966907
8,24,24,14,31.038664950926712
8,24,24,22,39.8667830356427
8,24,24,24,19.720694897586004
8,24,24,26,48.62012360456133
8,24,24,28,48.956371688943136
8,24,25,1,40.81364252632365
8,24,25,5,40.84189082283842
8,24,25,9,39.49089078379306
8,24,25,11,35.65674277192166
8,24,25,15,32.286388297812735
8,24,25,17,33.48963659942913
8,24,25,21,39.35717778777997
8,24,25,23,39.8667830356427
8,24,25,25,48.31866692753255
8,24,26,10,39.428350428500124
8,24,26,12,35.9445183509927
8,24,26,14,33.94078577675702
8,24,26,20,38.32091722093375
8,24,26,22,40.29091669671479
8,24,26,26,48.06551381159801
8,24,26,28,48.631973865246906
8,24,27,3,42.7291942458375
8,24,27,5,42.22465485252037
8,24,27,7,41.936820389554605
8,24,27,11,38.11194927345567
8,24,27,17,35.37245591013223
8,24,27,19,37.28652874473817
8,24,27,21,39.921751849851816
8,24,27,23,41.87483888637911
8,24,28,4,42.61259106191178
8,24,28,8,41.478450322751286
8,24,28,10,40.0323831395803
8,24,28,12,36.839767253903915
8,24,28,16,35.174736192489625
8,24,28,18,37.03266216613212
8,24,28,20,38.33073019767063
8,24,28,24,44.13960968472966
8,24,28,26,46.28179282233082
8,24,28,28,46.413518307673414
8,24,29,13,36.706298909940166
8,25,1,2,34.66757816925382
8,25,1,4,33.90018151337513
8,25,1,6,28.228770847012214
8,25,1,8,27.884535987122796
8,25,1,10,27.021038376888253
8,25,1,12,25.75253499524932
8,25,1,16,19.367215733160855
8,25,1,18,18.87453856402407
8,25,1,20,18.064398159596163
8,25,1,28,8.40913859962981
8,25,2,3,34.23882538450847
8,25,2,5,33.35917366442294
8,25,2,7,28.228770847012214
8,25,2,17,19.016158129997983
8,25,2,25,10.479430661421052
8,25,3,6,32.50501618202295
8,25,3,8,25.967193792286892
8,25,3,12,24.35922462935929
8,25,3,14,23.64197233601206
8,25,3,16,18.818415146038696
8,25,3,18,18.24760332088966
8,25,3,20,17.066798179226165
8,25,3,22,15.386408152915939
8,25,3,24,13.218070583142628
8,25,3,26,8.408703253840306
8,25,3,28,7.855893878551841
8,25,4,1,34.888375907349
8,25,4,3,34.10240746066884
8,25,4,5,32.50501618202295
8,25,4,7,32.19186654857515
8,25,4,9,26.05316669039661
8,25,4,13,23.190306427625593
8,25,4,17,18.783911880810834
8,25,4,25,13.71829986807694
8,25,4,27,6.288359527852821
8,25,5,2,34.36190011000587
8,25,5,4,33.58183511934763
8,25,5,6,31.473820169793676
8,25,5,8,27.25782573628259
8,25,5,10,25.18828474490031
8,25,5,12,23.488956759822685
8,25,5,16,18.519524567513784
8,25,5,18,18.749408615582976
8,25,5,20,15.481966136718
8,25,5,22,15.596438679067878
8,25,5,24,14.504865681083244
8,25,5,26,5.099159278200851
8,25,6,1,34.7805239841618
8,25,6,3,33.39759233606519
8,25,6,7,29.56614283753553
8,25,6,13,21.456991913779355
8,25,6,15,19.3428778548058
8,25,6,19,13.479394665927618
8,25,6,21,13.589772188967643
8,25,6,25,1.0
8,25,6,27,4.041314030436
8,25,7,2,33.0291067695003
8,25,7,4,32.502113347508214
8,25,7,6,31.124076812816725
8,25,7,8,28.211978426231894
8,25,7,12,21.529572602477508
8,25,7,16,17.037089411293877
8,25,7,18,14.63196648453539
8,25,7,20,12.926370947412435
8,25,7,22,11.022633754413553
8,25,8,1,32.77565551601114
8,25,8,11,21.793308547168458
8,25,8,13,20.735338891429205
8,25,8,17,15.784538303143163
8,25,8,19,12.85854183352791
8,25,8,25,0.0
8,25,8,27,2.51101360061718
8,25,9,2,32.688802243665535
8,25,9,4,31.31220222728942
8,25,9,6,30.440104917886504
8,25,9,8,27.822952714965353
8,25,9,14,19.199330138161265
8,25,9,22,8.815724520063842
8,25,9,28,3.9059748301864454
8,25,10,1,32.66386530688402
8,25,10,3,32.28768530874747
8,25,10,5,30.49781422392812
8,25,10,7,28.762739160083733
8,25,10,11,21.396245345932027
8,25,10,13,20.61283957981988
8,25,10,15,17.374363526318934
8,25,10,17,12.967515970380028
8,25,10,19,11.670809677551064
8,25,10,21,8.569062167278659
8,25,10,25,2.528782935553097
8,25,10,27,4.717238890469583
8,25,11,4,31.459390312759623
8,25,11,8,26.75046740762501
8,25,11,12,21.10866430124173
8,25,11,16,15.134862387254623
8,25,11,22,7.142171631669347
8,25,11,24,4.880333780564024
8,25,12,1,32.4529410411787
8,25,12,3,32.12373604557477
8,25,12,7,26.664239364718497
8,25,12,9,24.491311392627843
8,25,12,11,22.17209983229136
8,25,12,13,19.78107720790141
8,25,12,15,17.46028587463723
8,25,12,17,13.440731693015376
8,25,12,19,13.059396132101227
8,25,12,21,7.369308406181725
8,25,12,25,6.966018862517216
8,25,12,27,6.536065345773071
8,25,13,2,32.19889324527465
8,25,13,4,31.386892805392225
8,25,13,12,22.14151017739481
8,25,13,14,18.386714772063286
8,25,13,16,25.794272064629038
8,25,13,20,14.721979145503084
8,25,13,26,8.489019114446588
8,25,13,28,7.6095770671589475
8,25,14,3,32.64249065917239
8,25,14,5,30.022035926178987
8,25,14,7,28.63214649941438
8,25,14,9,24.486109328743478
8,25,14,11,23.796845019896782
8,25,14,13,23.76991177899279
8,25,14,15,25.794272064629038
8,25,14,17,25.794272064629038
8,25,14,21,15.662762287443746
8,25,14,23,10.42902255744814
8,25,14,25,9.432069937575134
8,25,15,2,33.64484423401814
8,25,15,6,29.63445596368917
8,25,15,10,25.518371341795614
8,25,15,14,24.43224284693549
8,25,15,16,25.74026503919078
8,25,15,18,19.50229036456905
8,25,15,20,16.8717079050204
8,25,15,22,11.109277449735306
8,25,15,26,10.301232427538999
8,25,15,28,12.177184982999371
8,25,16,1,34.11060299120441
8,25,16,5,30.700633738836363
8,25,16,9,26.805468852698908
8,25,16,13,25.36707658251872
8,25,16,15,25.84859739022025
8,25,16,19,18.79147194358305
8,25,16,21,18.233771745806024
8,25,16,23,11.854104805498794
8,25,16,25,10.557626705997036
8,25,17,2,34.43662612467664
8,25,17,10,27.485176812861525
8,25,17,12,27.247480332702395
8,25,17,14,26.67933963743934
8,25,17,16,25.45649739763158
8,25,17,18,20.3225420298037
8,25,17,20,18.628634766445675
8,25,17,28,14.099550906772727
8,25,18,3,34.99149914201909
8,25,18,5,33.33163064177647
8,25,18,7,33.068200884524266
8,25,18,11,28.035764302407262
8,25,18,13,27.588404060961018
8,25,18,17,22.9075455537463
8,25,18,19,20.280577251381672
8,25,18,23,14.625839546614486
8,25,18,25,17.9538895316193
8,25,19,4,35.3987010938507
8,25,19,6,33.74752527651933
8,25,19,8,32.44285034596348
8,25,19,10,30.480197149931673
8,25,19,12,28.172582479829703
8,25,19,14,27.484350069306647
8,25,19,16,25.66784150001491
8,25,19,26,17.728238219772596
8,25,19,28,16.029452048178165
8,25,20,3,36.26217069222623
8,25,20,7,33.62604998896721
8,25,20,13,28.479010729040873
8,25,20,17,22.2918451313479
8,25,20,19,20.57349766283382
8,25,20,21,19.124090872463672
8,25,20,23,17.532318429624773
8,25,21,2,36.82533160339931
8,25,21,4,36.136972443632914
8,25,21,6,34.93776243243863
8,25,21,8,33.44136455038653
8,25,21,10,32.282204662183034
8,25,21,14,28.452400447314645
8,25,21,22,19.342079089212927
8,25,21,24,18.390538868727266
8,25,21,26,18.523454415548045
8,25,22,1,37.077143277663396
8,25,22,3,37.97752010388355
8,25,22,7,35.34061055758784
8,25,22,15,27.837126859601714
8,25,22,17,24.14674147434269
8,25,22,19,22.523805462311582
8,25,22,21,20.9919108886465
8,25,23,2,39.332617243549905
8,25,23,4,39.37191114223334
8,25,23,10,33.32684510195842
8,25,23,12,33.889195794188154
8,25,23,18,22.843073717701245
8,25,23,20,22.20188992509236
8,25,23,24,18.720694897586004
8,25,23,26,47.84924687011663
8,25,23,28,48.05471083273874
8,25,24,1,39.73219629193803
8,25,24,3,39.41373755245988
8,25,24,7,37.68994889249459
8,25,24,11,34.385837937294426
8,25,24,15,30.038664950486915
8,25,24,17,32.40126988895044
8,25,25,4,39.737838165499255
8,25,25,6,39.178500410511475
8,25,25,8,38.375743648748255
8,25,25,12,34.92764759793681
8,25,25,16,31.794616847254055
8,25,25,18,32.40126988895044
8,25,25,20,37.84757253943605
8,25,25,22,38.86678303476959
8,25,25,26,47.39100030732255
8,25,25,28,47.85803251082706
8,25,26,1,39.89508875357053
8,25,26,3,41.790475894538766
8,25,26,5,40.609333863980595
8,25,26,9,38.60603789295091
8,25,26,13,33.93267184776173
8,25,26,15,32.02588309331993
8,25,26,17,33.36138977160512
8,25,26,19,36.79426190163993
8,25,26,25,47.24633351825541
8,25,26,27,47.405915187738515
8,25,27,2,41.790475894538766
8,25,27,4,41.59812396798428
8,25,27,6,41.189213509207065
8,25,27,8,40.810623791554804
8,25,27,10,38.25066293107791
8,25,27,12,35.9732355886896
8,25,27,14,32.863802381082195
8,25,27,16,34.22366067969041
8,25,27,18,35.53231727861436
8,25,27,22,39.71505035590774
8,25,27,26,46.218806176791176
8,25,28,3,41.737701168355166
8,25,28,5,41.50194800470703
8,25,28,7,40.810623791554804
8,25,28,9,39.81410330454678
8,25,28,13,35.70629890325638
8,25,28,15,34.12581170512103
8,25,28,19,36.533007053033906
8,25,28,21,38.12845334093089
8,25,28,23,42.0346274105743
8,25,28,25,44.24459194701416
8,25,28,27,45.38198031531746
8,25,29,28,45.4450562829644
8,26,1,1,35.66757816931967
8,26,1,7,29.114025893715745
8,26,1,9,28.452787182005526
8,26,1,11,27.386786686068803
8,26,1,13,26.752534995249345
8,26,1,15,18.63864576558231
8,26,1,17,18.460388499262994
8,26,1,19,17.656989157468942
8,26,1,21,17.21108978805197
8,26,1,25,9.362811200357815
8,26,1,27,7.584049219660726
8,26,2,2,35.45320177694293
8,26,2,4,34.832726854156256
8,26,2,10,28.021038376888256
8,26,2,12,26.055879812304376
8,26,2,14,24.641972336012223
8,26,2,20,16.788993927752326
8,26,2,22,14.292098748141626
8,26,2,24,10.73563405372952
8,26,2,26,8.339846730175822
8,26,2,28,7.2342279795988915
8,26,3,1,35.888375907387854
8,26,3,3,35.170616422642084
8,26,3,5,33.78973534286718
8,26,3,9,27.010180241348912
8,26,3,11,25.359224629359403
8,26,3,13,24.73050113099929
8,26,3,17,18.76779234894805
8,26,3,19,17.144626143367116
8,26,3,21,15.329498407797153
8,26,3,23,13.200277827621424
8,26,3,27,6.47755977750479
8,26,4,6,33.16892977064252
8,26,4,20,16.4228622888751
8,26,4,22,14.723757628103542
8,26,4,24,12.71829986807694
8,26,5,1,35.67693333387893
8,26,5,3,34.8609337565648
8,26,5,9,27.166425723868795
8,26,5,11,25.338620752365983
8,26,5,13,23.712085033743804
8,26,5,17,19.684281687969218
8,26,5,21,15.889392334917842
8,26,5,23,14.291431494089544
8,26,5,27,4.099159278200851
8,26,6,4,34.16051360101185
8,26,6,6,31.721346606742838
8,26,6,8,29.345315666699815
8,26,6,10,26.188284744906657
8,26,6,14,21.399934884292897
8,26,6,16,19.299830611204552
8,26,6,28,3.0165218754047673
8,26,7,3,33.976270817728135
8,26,7,5,32.813095080192674
8,26,7,9,29.211978426246137
8,26,7,11,22.661440574823068
8,26,7,13,22.24063446922894
8,26,7,17,16.81786473299082
8,26,7,19,14.47406848285084
8,26,7,21,13.512925630264546
8,26,7,23,12.022633754413553
8,26,7,25,1.5
8,26,7,27,2.0082609377023837
8,26,8,4,32.90715778742728
8,26,8,6,31.782090865374244
8,26,8,8,29.017465570610625
8,26,8,10,22.793308547168504
8,26,8,20,13.892456390470173
8,26,8,22,10.919179137238697
8,26,8,24,1.0
8,26,8,26,0.0
8,26,9,1,33.70944102220603
8,26,9,5,31.75004045638771
8,26,9,9,28.822952714975116
8,26,9,11,22.594776946550304
8,26,9,13,21.182502869803535
8,26,9,15,19.286846832240126
8,26,9,19,13.264675755539487
8,26,9,21,9.69239334367125
8,26,9,25,2.2643914677765484
8,26,9,27,2.5247798641491563
8,26,10,2,33.54678428645356
8,26,10,6,30.90021943398196
8,26,10,8,28.77871976090175
8,26,10,10,22.3962453459321
8,26,10,12,22.039249742331425
8,26,10,18,13.319162823965545
8,26,10,20,11.11993592241486
8,26,10,22,9.175652773003948
8,26,10,24,4.704558358058561
8,26,10,26,4.62301091301134
8,26,10,28,3.2871697962237345
8,26,11,1,33.5584031740579
8,26,11,3,32.95693722239143
8,26,11,5,31.97860226836435
8,26,11,15,17.65650392940363
8,26,11,17,14.847703350216682
8,26,11,19,13.365102904826145
8,26,11,21,8.693514068376576
8,26,11,23,7.011252706116686
8,26,11,27,4.433994988494099
8,26,12,2,33.25852344405263
8,26,12,8,26.96867272166985
8,26,12,10,24.33170561246405
8,26,12,12,22.300837879708553
8,26,12,14,19.54269261820087
8,26,12,18,14.250063912558304
8,26,12,22,8.255740018925536
8,26,12,24,6.92317632154062
8,26,13,3,33.08800318892496
8,26,13,5,31.704464365860154
8,26,13,7,28.648192932105488
8,26,13,19,14.89068763880216
8,26,13,23,11.2361327570384
8,26,13,25,9.073427524718134
8,26,13,27,6.720885576444336
8,26,14,6,30.429546129839068
8,26,14,10,25.60044189682267
8,26,14,12,24.236088992099084
8,26,14,16,26.78077030827194
8,26,14,20,16.75214977932243
8,26,14,24,10.516638379773442
8,26,14,26,9.438620136862978
8,26,15,3,34.143667446786694
8,26,15,5,31.11904187635963
8,26,15,7,30.13330123162764
8,26,15,13,25.52307706949273
8,26,15,23,11.967018279863824
8,26,15,25,10.259143932596986
8,26,15,27,10.814348536261075
8,26,16,2,35.064024450327956
8,26,16,4,31.700633739032416
8,26,16,6,31.167544851408486
8,26,16,8,27.805468852729884
8,26,16,10,27.603005669157795
8,26,16,12,27.307278457641278
8,26,16,16,26.68178660902363
8,26,16,18,20.538768112652708
8,26,16,20,19.13139659021396
8,26,16,24,11.731741554271904
8,26,16,26,10.49014389764124
8,26,16,28,12.289408502981262
8,26,17,3,35.71406263399102
8,26,17,5,33.01613219068816
8,26,17,7,34.06820088503287
8,26,17,9,28.1453228328293
8,26,17,11,28.589473816055545
8,26,17,15,26.99481147512071
8,26,17,21,19.431203256126025
8,26,17,23,14.114344021783802
8,26,17,27,13.1172821834503
8,26,18,4,35.57394362667714
8,26,18,6,34.38245226823295
8,26,18,8,33.755525615792834
8,26,18,10,29.667046088572533
8,26,18,12,28.761057794049297
8,26,18,14,28.250697922661008
8,26,18,16,25.677294817156096
8,26,18,18,22.170221611647708
8,26,18,20,20.454606008914617
8,26,18,22,15.578330480296346
8,26,18,28,14.103464373178696
8,26,19,3,36.55079031042109
8,26,19,9,32.46152374842522
8,26,19,15,27.576095784769656
8,26,19,21,20.113733884411555
8,26,19,23,17.009293042054622
8,26,19,25,17.08718408797491
8,26,19,27,16.059981048353468
8,26,20,2,37.543751149243114
8,26,20,4,36.93261474451628
8,26,20,6,35.103779233748895
8,26,20,8,34.17008829605515
8,26,20,10,32.38120090667888
8,26,20,12,29.32579660460286
8,26,20,14,29.13858708214242
8,26,20,18,22.432183577151218
8,26,20,20,20.843127953674276
8,26,20,22,19.627332185069847
8,26,20,24,18.723097026021414
8,26,20,26,17.732896706826807
8,26,20,28,15.089646562907092
8,26,21,1,37.951237441973106
8,26,21,3,37.800498712556234
8,26,21,5,36.53736743956099
8,26,21,9,33.86178460738029
8,26,21,11,33.28220466306012
8,26,21,17,24.21929330289329
8,26,21,25,18.720708164041845
8,26,21,27,18.435477879853767
8,26,22,0,38.07714327903574
8,26,22,6,36.13918649736187
8,26,22,8,35.390987556205886
8,26,22,10,33.804524883401285
8,26,22,12,34.88919579635394
8,26,22,14,29.1447636538004
8,26,22,16,26.991934167168772
8,26,22,18,24.1712068848186
8,26,22,20,22.905380938738194
8,26,22,22,21.159227247891252
8,26,22,24,19.30086962965158
8,26,22,28,49.05471085027532
8,26,23,3,40.0239465143655
8,26,23,5,40.371911146723626
8,26,23,7,37.51527973020995
8,26,23,9,34.32684510374246
8,26,23,11,34.8672929469328
8,26,23,13,34.88919579635394
8,26,23,15,29.937895905421556
8,26,23,19,23.522923035043643
8,26,23,23,19.595800811073236
8,26,23,27,48.95197886853947
8,26,24,2,40.49285036656884
8,26,24,4,40.50782895876727
8,26,24,6,39.43422465938936
8,26,24,8,39.03284627966907
8,26,24,14,31.038664950926712
8,26,24,22,39.8667830356427
8,26,24,24,19.595800811073236
8,26,24,26,48.62012360456133
8,26,24,28,48.956371688943136
8,26,25,1,40.81364252632365
8,26,25,5,40.84189082283842
8,26,25,9,39.49089078379306
8,26,25,11,35.65674277192166
8,26,25,15,32.286388297812735
8,26,25,17,33.48963659942913
8,26,25,21,39.35717778777997
8,26,25,23,39.8667830356427
8,26,25,25,48.31866692753255
8,26,26,10,39.428350428500124
8,26,26,12,35.9445183509927
8,26,26,14,33.94078577675702
8,26,26,20,38.32091722093375
8,26,26,22,40.29091669671479
8,26,26,26,48.06551381159801
8,26,26,28,48.631973865246906
8,26,27,3,42.7291942458375
8,26,27,5,42.22465485252037
8,26,27,7,41.936820389554605
8,26,27,11,38.11194927345567
8,26,27,17,35.37245591013223
8,26,27,19,37.28652874473817
8,26,27,21,39.921751849851816
8,26,27,23,41.87483888637911
8,26,28,4,42.61259106191178
8,26,28,8,41.478450322751286
8,26,28,10,40.0323831395803
8,26,28,12,36.839767253903915
8,26,28,16,35.174736192489625
8,26,28,18,37.03266216613212
8,26,28,20,38.33073019767063
8,26,28,24,44.13960968472966
8,26,28,26,46.28179282233082
8,26,28,28,46.413518307673414
8,26,29,13,36.706298909940166
8,27,1,2,36.560389973251525
8,27,1,4,35.83272685425796
8,27,1,6,30.114025893715745
8,27,1,8,29.78340653786064
8,27,1,10,28.95353741498754
8,27,1,12,27.731733831207563
8,27,1,16,17.638645765582307
8,27,1,18,17.102888526885906
8,27,1,20,16.21108978805197
8,27,1,28,6.584049219660726
8,27,2,3,36.15218168468667
8,27,2,5,35.31123109860401
8,27,2,7,30.114025893715745
8,27,2,17,17.639631205320725
8,27,2,25,8.362811200357815
8,27,3,6,34.4793325568326
8,27,3,8,28.01018024136207
8,27,3,12,26.381868524221318
8,27,3,14,25.686236733506192
8,27,3,16,17.752913452982142
8,27,3,18,16.922354219281523
8,27,3,20,15.36689806745268
8,27,3,22,13.292098748141626
8,27,3,24,11.108456907101223
8,27,3,26,6.316882259993829
8,27,3,28,5.884406739537058
8,27,4,1,36.78265462070779
8,27,4,3,36.0157750896942
8,27,4,5,34.4793325568326
8,27,4,7,34.16892977071514
8,27,4,9,28.08830298262368
8,27,4,13,25.22129308237298
8,27,4,17,18.756270518207415
8,27,4,25,11.618996217015965
8,27,4,27,4.231390332983482
8,27,5,2,36.26893354530006
8,27,5,4,35.510723678864714
8,27,5,6,33.445138188754655
8,27,5,8,29.255870695307806
8,27,5,10,27.23111040705928
8,27,5,12,25.525352893060166
8,27,5,16,20.492056149586958
8,27,5,18,19.759627583432692
8,27,5,20,15.47882651029751
8,27,5,22,14.155416508065452
8,27,5,24,12.42744648011363
8,27,5,26,3.0495656262143016
8,27,6,1,36.676933333954445
8,27,6,3,35.33257272517568
8,27,6,7,31.533331136762243
8,27,6,13,23.450884795756334
8,27,6,15,21.349882747749078
8,27,6,19,15.474068482850845
8,27,6,21,15.701158982591194
8,27,6,25,2.5
8,27,6,27,2.0165218754047673
8,27,7,2,34.976270817797605
8,27,7,4,34.46425932165286
